age,gender,date,amount,category,id,marital,education
32,F,2019-11-29,25.56,Service,0,married,tertiary education
32,F,2020-02-01,27.35,Service,0,married,tertiary education
32,F,2019-05-14,14.5,Supermarket,0,married,tertiary education
32,F,2019-05-12,13.12,Service,0,married,tertiary education
32,F,2019-05-12,12.67,Service,0,married,tertiary education
32,F,2019-05-12,78.36,Drugstores,0,married,tertiary education
32,F,2019-05-12,,Financial Transfers,0,married,tertiary education
32,F,2019-07-23,39.0,Supermarket,0,married,tertiary education
32,F,2019-07-23,169.99,Clothing,0,married,tertiary education
32,F,2019-06-29,19.8,Service,0,married,tertiary education
32,F,2020-01-11,32.9,Service,0,married,tertiary education
32,F,2019-12-18,19.9,Restaurant,0,married,tertiary education
32,F,2019-12-18,13.0,Restaurant,0,married,tertiary education
32,F,2019-12-18,128.0,Hospital or Clinic,0,married,tertiary education
32,F,2019-06-12,30.35,Service,0,married,tertiary education
32,F,2019-04-29,21.1,Service,0,married,tertiary education
32,F,2019-10-21,40.0,Convenience Store,0,married,tertiary education
32,F,2019-07-04,59.9,Clothing,0,married,tertiary education
32,F,2019-09-21,144.0,Service,0,married,tertiary education
32,F,2019-09-28,12.42,Service,0,married,tertiary education
32,F,2019-09-28,13.85,Service,0,married,tertiary education
32,F,2019-04-28,37.12,Service,0,married,tertiary education
32,F,2019-08-15,29.86,Supermarket,0,married,tertiary education
32,F,2019-08-15,90.51,Convenience Store,0,married,tertiary education
32,F,2019-12-11,14.51,Service,0,married,tertiary education
32,F,2019-04-26,7.6,Service,0,married,tertiary education
32,F,2019-09-09,14.58,Service,0,married,tertiary education
32,F,2020-01-29,18.89,Service,0,married,tertiary education
32,F,2019-11-27,10.0,Restaurant,0,married,tertiary education
32,F,2019-10-21,42.0,Supermarket,0,married,tertiary education
32,F,2019-06-06,18.53,Service,0,married,tertiary education
32,F,2019-05-02,31.38,Service,0,married,tertiary education
32,F,2020-01-29,179.99,Clothing,0,married,tertiary education
32,F,2020-02-11,32.9,Service,0,married,tertiary education
32,F,2019-07-20,7.5,Service,0,married,tertiary education
32,F,2019-07-20,37.96,Gas Station,0,married,tertiary education
32,F,2019-11-27,170.72,Jewelry,0,married,tertiary education
32,F,2019-10-09,14.65,Service,0,married,tertiary education
32,F,2020-01-29,12.94,Service,0,married,tertiary education
32,F,2020-01-29,12.91,Service,0,married,tertiary education
32,F,2019-07-06,6.9,Service,0,married,tertiary education
32,F,2019-07-07,26.19,Service,0,married,tertiary education
32,F,2019-06-02,217.78,Supermarket,0,married,tertiary education
32,F,2019-09-22,12.4,Service,0,married,tertiary education
32,F,2019-09-23,577.0,Department Store,0,married,tertiary education
32,F,2020-03-11,32.9,Service,0,married,tertiary education
32,F,2020-03-11,11.5,Supermarket,0,married,tertiary education
32,F,2020-03-01,30.0,Restaurant,0,married,tertiary education
32,F,2019-10-30,12.9,Service,0,married,tertiary education
32,F,2019-10-31,299.6,Clothing,0,married,tertiary education
32,F,2019-10-31,47.0,Department Store,0,married,tertiary education
32,F,2019-11-08,47.0,Gas Station,0,married,tertiary education
32,F,2019-08-16,16.64,Service,0,married,tertiary education
32,F,2019-08-17,62.83,Supermarket,0,married,tertiary education
32,F,2019-08-17,24.36,Convenience Store,0,married,tertiary education
32,F,2019-08-19,12.3,Gas Station,0,married,tertiary education
32,F,2019-08-19,17.66,Service,0,married,tertiary education
32,F,2019-08-15,26.08,Service,0,married,tertiary education
32,F,2019-08-16,29.78,Service,0,married,tertiary education
32,F,2019-08-16,70.0,Service,0,married,tertiary education
32,F,2019-11-22,12.99,Service,0,married,tertiary education
32,F,2019-11-22,17.92,Service,0,married,tertiary education
32,F,2019-06-07,16.9,Service,0,married,tertiary education
32,F,2019-05-17,59.99,Convenience Store,0,married,tertiary education
32,F,2019-06-07,23.07,Service,0,married,tertiary education
32,F,2019-06-09,51.9,Service,0,married,tertiary education
32,F,2019-11-08,48.0,Service,0,married,tertiary education
32,F,2019-11-08,13.5,Supermarket,0,married,tertiary education
32,F,2019-09-10,32.9,Service,0,married,tertiary education
32,F,2019-09-10,,Financial Transfers,0,married,tertiary education
32,F,2019-04-26,29.0,Service,0,married,tertiary education
32,F,2019-04-26,90.0,Service,0,married,tertiary education
32,F,2020-03-10,149.0,Electronics,0,married,tertiary education
32,F,2019-12-14,32.64,Service,0,married,tertiary education
32,F,2019-12-14,20.0,Service,0,married,tertiary education
32,F,2019-12-14,110.0,Electronics,0,married,tertiary education
32,F,2019-06-23,23.27,Service,0,married,tertiary education
32,F,2019-10-16,245.13,Service,0,married,tertiary education
32,F,2020-04-25,10.9,Convenience Store,0,married,tertiary education
32,F,2019-10-21,15.78,Service,0,married,tertiary education
32,F,2020-04-25,50.51,Convenience Store,0,married,tertiary education
32,F,2019-08-22,56.0,Restaurant,0,married,tertiary education
32,F,2019-05-07,13.21,Service,0,married,tertiary education
32,F,2019-11-23,31.8,Restaurant,0,married,tertiary education
32,F,2019-10-30,9.3,Service,0,married,tertiary education
32,F,2019-10-30,13.07,Service,0,married,tertiary education
32,F,2019-07-23,62.97,Supermarket,0,married,tertiary education
32,F,2019-07-24,9.1,Restaurant,0,married,tertiary education
32,F,2019-07-24,78.28,Service,0,married,tertiary education
32,F,2019-07-24,62.0,Service,0,married,tertiary education
32,F,2019-07-24,129.8,Clothing,0,married,tertiary education
32,F,2019-07-24,23.5,Convenience Store,0,married,tertiary education
32,F,2019-12-03,23.71,Service,0,married,tertiary education
32,F,2019-06-06,64.98,Service,0,married,tertiary education
32,F,2020-04-25,32.0,Restaurant,0,married,tertiary education
32,F,2019-05-06,13.49,Service,0,married,tertiary education
32,F,2019-05-06,20.0,Service,0,married,tertiary education
32,F,2019-05-05,17.12,Convenience Store,0,married,tertiary education
32,F,2019-06-10,19.86,Service,0,married,tertiary education
32,F,2019-06-28,215.0,Convenience Store,0,married,tertiary education
32,F,2019-09-06,74.0,Service,0,married,tertiary education
32,F,2019-05-20,14.34,Service,0,married,tertiary education
32,F,2019-05-20,13.39,Service,0,married,tertiary education
32,F,2019-05-20,13.33,Service,0,married,tertiary education
32,F,2019-05-06,13.2,Service,0,married,tertiary education
32,F,2019-05-06,34.61,Service,0,married,tertiary education
32,F,2019-11-12,17.45,Supermarket,0,married,tertiary education
32,F,2020-04-18,50.0,Gas Station,0,married,tertiary education
32,F,2020-04-18,269.99,Supermarket,0,married,tertiary education
32,F,2020-04-18,113.37,Supermarket,0,married,tertiary education
32,F,2019-06-25,219.9,Clothing,0,married,tertiary education
32,F,2019-05-19,177.0,Service,0,married,tertiary education
32,F,2019-12-11,32.9,Service,0,married,tertiary education
32,F,2020-04-22,108.5,Restaurant,0,married,tertiary education
32,F,2019-10-30,176.68,Department Store,0,married,tertiary education
32,F,2019-10-30,2.16,Service,0,married,tertiary education
32,F,2019-10-02,197.96,Department Store,0,married,tertiary education
32,F,2019-10-21,15.33,Service,0,married,tertiary education
32,F,2020-03-10,33.32,Restaurant,0,married,tertiary education
32,F,2019-05-07,33.9,Service,0,married,tertiary education
32,F,2019-05-07,13.19,Service,0,married,tertiary education
32,F,2019-04-05,44.05,Service,0,married,tertiary education
32,F,2019-10-04,239.8,Service,0,married,tertiary education
32,F,2019-10-04,21.98,Service,0,married,tertiary education
32,F,2019-10-04,14.1,Service,0,married,tertiary education
32,F,2019-06-14,40.39,Service,0,married,tertiary education
32,F,2019-06-14,32.0,Service,0,married,tertiary education
32,F,2019-06-07,5.0,Service,0,married,tertiary education
32,F,2020-02-09,18.1,Convenience Store,0,married,tertiary education
32,F,2019-08-16,13.92,Service,0,married,tertiary education
32,F,2019-12-19,29.8,Restaurant,0,married,tertiary education
32,F,2019-07-26,5.5,Restaurant,0,married,tertiary education
32,F,2019-07-04,64.0,Supermarket,0,married,tertiary education
32,F,2020-02-08,40.5,Service,0,married,tertiary education
32,F,2019-08-13,10.1,Service,0,married,tertiary education
32,F,2019-11-03,70.0,Restaurant,0,married,tertiary education
32,F,2019-11-03,37.48,Service,0,married,tertiary education
32,F,2020-02-14,79.9,Convenience Store,0,married,tertiary education
32,F,2019-05-03,40.2,Service,0,married,tertiary education
32,F,2019-06-20,30.0,Service,0,married,tertiary education
32,F,2019-06-20,20.4,Service,0,married,tertiary education
32,F,2019-06-20,21.9,Service,0,married,tertiary education
32,F,2019-09-05,14.8,Service,0,married,tertiary education
32,F,2019-10-26,14.64,Service,0,married,tertiary education
32,F,2019-10-26,300.0,Convenience Store,0,married,tertiary education
32,F,2019-08-14,71.87,Convenience Store,0,married,tertiary education
32,F,2019-06-03,17.89,Service,0,married,tertiary education
32,F,2019-06-04,249.99,Clothing,0,married,tertiary education
32,F,2019-11-26,45.1,Convenience Store,0,married,tertiary education
32,F,2019-08-23,7.54,Service,0,married,tertiary education
32,F,2019-08-23,10.03,Service,0,married,tertiary education
32,F,2019-10-28,249.98,Clothing,0,married,tertiary education
32,F,2019-10-28,300.0,Hospital or Clinic,0,married,tertiary education
32,F,2019-10-28,15.9,Service,0,married,tertiary education
32,F,2019-11-29,15.01,Service,0,married,tertiary education
32,F,2019-11-29,29.43,Service,0,married,tertiary education
32,F,2019-05-12,60.0,Restaurant,0,married,tertiary education
32,F,2019-05-09,8.0,Restaurant,0,married,tertiary education
32,F,2019-08-21,40.0,Convenience Store,0,married,tertiary education
32,F,2019-08-21,3.4,Convenience Store,0,married,tertiary education
32,F,2019-07-26,9.9,Restaurant,0,married,tertiary education
32,F,2019-12-28,153.0,Restaurant,0,married,tertiary education
32,F,2020-03-12,61.78,Drugstores,0,married,tertiary education
32,F,2020-02-20,99.7,Clothing,0,married,tertiary education
32,F,2019-08-10,32.9,Service,0,married,tertiary education
32,F,2019-08-11,12.71,Service,0,married,tertiary education
32,F,2019-11-19,64.67,Supermarket,0,married,tertiary education
32,F,2019-12-01,16.51,Service,0,married,tertiary education
32,F,2019-12-02,175.68,Clothing,0,married,tertiary education
32,F,2019-06-04,84.92,Online Purchases,0,married,tertiary education
32,F,2019-06-04,18.31,Service,0,married,tertiary education
32,F,2019-09-06,12.82,Service,0,married,tertiary education
32,F,2019-09-08,67.75,Gas Station,0,married,tertiary education
32,F,2019-07-02,130.06,Supermarket,0,married,tertiary education
32,F,2019-10-26,32.74,Service,0,married,tertiary education
32,F,2019-04-12,23.42,Service,0,married,tertiary education
32,F,2019-04-12,17.72,Service,0,married,tertiary education
32,F,2019-04-13,12.59,Service,0,married,tertiary education
32,F,2019-11-14,124.0,Clothing,0,married,tertiary education
32,F,2019-10-10,188.98,Department Store,0,married,tertiary education
32,F,2019-10-10,32.9,Service,0,married,tertiary education
32,F,2019-11-10,32.9,Service,0,married,tertiary education
32,F,2020-03-13,119.8,Clothing,0,married,tertiary education
32,F,2019-07-09,26.64,Supermarket,0,married,tertiary education
32,F,2019-07-09,20.73,Supermarket,0,married,tertiary education
32,F,2019-08-20,15.0,Supermarket,0,married,tertiary education
32,F,2019-08-20,44.0,Service,0,married,tertiary education
32,F,2019-10-11,24.36,Service,0,married,tertiary education
32,F,2019-08-10,17.3,Service,0,married,tertiary education
32,F,2019-12-27,120.0,Service,0,married,tertiary education
32,F,2019-09-27,149.97,Convenience Store,0,married,tertiary education
32,F,2019-09-27,366.27,Furniture and Decoration,0,married,tertiary education
32,F,2019-10-05,48.06,Service,0,married,tertiary education
32,F,2019-07-13,40.39,Service,0,married,tertiary education
32,F,2019-09-25,106.8,Online Purchases,0,married,tertiary education
32,F,2019-07-04,40.59,Service,0,married,tertiary education
32,F,2019-05-02,189.99,Clothing,0,married,tertiary education
32,F,2019-06-05,7.56,Service,0,married,tertiary education
32,F,2019-06-05,7.62,Service,0,married,tertiary education
32,F,2019-06-05,365.95,Department Store,0,married,tertiary education
32,F,2019-04-03,92.6,Online Purchases,0,married,tertiary education
32,F,2019-05-15,21.54,Service,0,married,tertiary education
32,F,2019-04-05,92.8,Service,0,married,tertiary education
32,F,2019-04-05,23.97,Service,0,married,tertiary education
32,F,2020-01-02,135.0,Online Purchases,0,married,tertiary education
32,F,2019-05-18,31.82,Service,0,married,tertiary education
32,F,2019-12-30,59.0,Restaurant,0,married,tertiary education
32,F,2019-06-01,32.9,Service,0,married,tertiary education
32,F,2019-06-01,36.68,Service,0,married,tertiary education
32,F,2019-11-21,30.9,Restaurant,0,married,tertiary education
32,F,2019-04-11,19.9,Service,0,married,tertiary education
32,F,2019-11-21,349.99,Clothing,0,married,tertiary education
32,F,2019-04-01,385.0,Convenience Store,0,married,tertiary education
32,F,2020-03-07,139.9,Other,0,married,tertiary education
32,F,2019-05-03,15.6,Service,0,married,tertiary education
32,F,2019-05-03,16.8,Service,0,married,tertiary education
32,F,2019-05-03,50.0,Service,0,married,tertiary education
32,F,2019-11-27,29.0,Restaurant,0,married,tertiary education
32,F,2019-08-13,9.49,Service,0,married,tertiary education
32,F,2020-04-28,116.57,Convenience Store,0,married,tertiary education
32,F,2019-10-26,32.51,Service,0,married,tertiary education
32,F,2019-10-26,13.48,Service,0,married,tertiary education
32,F,2019-09-25,70.9,Online Purchases,0,married,tertiary education
32,F,2020-03-13,59.9,Clothing,0,married,tertiary education
32,F,2019-12-23,151.79,Department Store,0,married,tertiary education
32,F,2019-04-01,27.9,Service,0,married,tertiary education
32,F,2019-11-24,11.73,Service,0,married,tertiary education
32,F,2020-03-13,100.0,Clothing,0,married,tertiary education
32,F,2019-11-02,126.34,Convenience Store,0,married,tertiary education
32,F,2019-08-20,17.0,Restaurant,0,married,tertiary education
32,F,2019-12-20,54.4,Supermarket,0,married,tertiary education
32,F,2019-10-19,14.39,Service,0,married,tertiary education
32,F,2019-12-26,73.98,Clothing,0,married,tertiary education
32,F,2019-12-16,17.9,Restaurant,0,married,tertiary education
32,F,2019-12-16,26.47,Drugstores,0,married,tertiary education
32,F,2020-02-26,62.21,Online Purchases,0,married,tertiary education
32,F,2019-07-18,6.16,Service,0,married,tertiary education
32,F,2020-03-14,8.29,Service,0,married,tertiary education
32,F,2020-03-15,84.13,Drugstores,0,married,tertiary education
32,F,2019-05-11,20.0,Gas Station,0,married,tertiary education
32,F,2019-11-09,44.43,Service,0,married,tertiary education
32,F,2019-05-01,32.9,Service,0,married,tertiary education
32,F,2019-07-01,32.9,Service,0,married,tertiary education
32,F,2019-05-18,53.7,Restaurant,0,married,tertiary education
32,F,2019-10-19,12.45,Service,0,married,tertiary education
32,F,2019-07-14,25.18,Service,0,married,tertiary education
32,F,2019-05-18,12.9,Service,0,married,tertiary education
32,F,2019-11-24,13.29,Service,0,married,tertiary education
32,F,2019-05-17,25.84,Service,0,married,tertiary education
32,F,2019-05-17,39.02,Service,0,married,tertiary education
32,F,2020-02-27,344.0,Clothing,0,married,tertiary education
32,F,2019-05-10,12.5,Restaurant,0,married,tertiary education
32,F,2019-11-01,26.53,Service,0,married,tertiary education
32,F,2019-05-10,125.94,Clothing,0,married,tertiary education
32,F,2019-04-22,20.0,Service,0,married,tertiary education
32,F,2019-04-18,43.18,Service,0,married,tertiary education
32,F,2019-06-28,19.44,Service,0,married,tertiary education
32,F,2019-10-08,20.16,Service,0,married,tertiary education
32,F,2019-05-10,41.34,Supermarket,0,married,tertiary education
20,F,2020-01-29,497.44,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-27,20.9,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-06,31.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-13,4.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-15,15.75,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-16,4.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-03-09,37.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-06-03,13.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-19,7.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-26,20.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-13,5.3,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-06-03,330.75,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-08,36.54,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-04,36.18,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-03,11.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-08,44.69,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-08,80.7,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-09,76.38,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-23,40.04,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-03-09,400.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-11,29.53,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-11,4.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-04-09,422.26,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-16,11.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-04,9.3,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,39.49,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,28.47,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,6.93,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-11,21.48,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-07,18.65,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,31.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-02,30.37,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-17,5.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-09,19.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-08,323.06,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-26,5.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-26,56.8,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-11,43.7,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-10,52.42,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-09,25.72,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-04,29.25,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-03-05,37.49,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-03,180.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-02,46.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-08,32.49,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-10,28.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-10,31.55,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-26,19.03,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-26,26.63,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-22,25.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-22,3.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-14,12.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-07,35.34,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-08,75.19,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-08,25.42,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-08,12.05,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-08,6.08,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-05,19.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-05,29.94,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-06-29,179.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-07,20.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,109.8,Convenience Store,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,9.9,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,23.0,Convenience Store,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,20.0,Convenience Store,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-07,12.0,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-06-04,30.0,Clothing,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-06-08,120.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-02,11.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-02,25.6,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-12,31.13,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-19,46.97,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-18,12.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-11,9.99,Electronics,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-04-18,20.98,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-05,8.49,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-05,28.15,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-05,6.85,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-21,3.5,Supermarket,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-09,32.49,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-22,28.96,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-21,15.8,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-07,36.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,7.57,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,1.0,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-06,11.52,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-05,35.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-06,15.0,Convenience Store,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-11,1.53,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-06,9.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-03-17,4.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-07,6.97,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-03-17,4.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-06,12.32,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-05,11.45,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-10,15.24,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-09,21.37,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-04,52.71,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-23,109.8,Clothing,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-23,22.89,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-22,29.92,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-05-03,28.6,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-22,8.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-11-21,29.53,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-04,144.16,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2020-01-17,18.5,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-18,17.93,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-07-13,24.4,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-01,20.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-01,389.3,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-09-02,3.99,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-09,11.74,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-09,8.0,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-09,11.61,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-09,9.9,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-10,37.93,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-08-12,7.56,Service,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-10-21,25.8,Restaurant,1,single,upper secondary and post-secondary non-tertiary
20,F,2019-12-18,39.99,Service,1,single,upper secondary and post-secondary non-tertiary
39,M,2019-12-07,115.28,Drugstores,2,widowed,tertiary education
39,M,2020-01-22,3074.0,Restaurant,2,widowed,tertiary education
39,M,2019-11-12,44.92,Drugstores,2,widowed,tertiary education
39,M,2019-11-02,8.0,Gas Station,2,widowed,tertiary education
39,M,2020-03-12,584.72,Supermarket,2,widowed,tertiary education
39,M,2020-03-13,30.0,Restaurant,2,widowed,tertiary education
39,M,2019-11-08,620.21,Supermarket,2,widowed,tertiary education
39,M,2020-01-10,13.0,Supermarket,2,widowed,tertiary education
39,M,2020-05-05,999.66,Service,2,widowed,tertiary education
39,M,2020-03-12,38.01,Service,2,widowed,tertiary education
39,M,2020-04-12,185.62,Service,2,widowed,tertiary education
39,M,2019-11-24,273.54,Supermarket,2,widowed,tertiary education
39,M,2020-03-21,984.99,Convenience Store,2,widowed,tertiary education
39,M,2019-10-23,159.5,Restaurant,2,widowed,tertiary education
39,M,2020-05-04,74.95,Service,2,widowed,tertiary education
39,M,2019-11-26,20.0,Service,2,widowed,tertiary education
39,M,2020-04-16,296.32,Drugstores,2,widowed,tertiary education
39,M,2019-12-17,34.9,Auto Parts,2,widowed,tertiary education
39,M,2019-11-09,101.87,Supermarket,2,widowed,tertiary education
39,M,2019-12-22,59.5,Drugstores,2,widowed,tertiary education
39,M,2019-10-22,4.0,Restaurant,2,widowed,tertiary education
39,M,2020-04-17,79.55,Service,2,widowed,tertiary education
39,M,2020-03-19,169.0,Service,2,widowed,tertiary education
39,M,2019-11-17,129.8,Convenience Store,2,widowed,tertiary education
39,M,2019-10-30,108.0,Gas Station,2,widowed,tertiary education
39,M,2019-10-30,70.0,Service,2,widowed,tertiary education
39,M,2020-04-14,79.55,Service,2,widowed,tertiary education
39,M,2020-01-29,598.0,Restaurant,2,widowed,tertiary education
39,M,2020-01-30,21.0,Supermarket,2,widowed,tertiary education
39,M,2020-02-29,103.38,Department Store,2,widowed,tertiary education
39,M,2020-02-29,84.78,Supermarket,2,widowed,tertiary education
39,M,2020-02-29,24.98,Supermarket,2,widowed,tertiary education
39,M,2020-02-29,21.09,Drugstores,2,widowed,tertiary education
39,M,2019-11-26,20.0,Service,2,widowed,tertiary education
39,M,2020-03-08,40.43,Drugstores,2,widowed,tertiary education
39,M,2019-12-20,100.0,Service,2,widowed,tertiary education
39,M,2020-05-02,1000.0,Service,2,widowed,tertiary education
39,M,2020-01-14,4.9,Restaurant,2,widowed,tertiary education
39,M,2019-12-23,43.45,Supermarket,2,widowed,tertiary education
39,M,2019-11-14,38.88,Drugstores,2,widowed,tertiary education
39,M,2019-11-11,3.5,Restaurant,2,widowed,tertiary education
39,M,2019-10-30,461.8,Supermarket,2,widowed,tertiary education
39,M,2019-10-31,42.0,Supermarket,2,widowed,tertiary education
39,M,2019-11-01,164.62,Drugstores,2,widowed,tertiary education
